period,clock,abs_seconds_elapsed,score,event_text,bucket,impact_score,reason_code
4,0:30.3,2849.7,-,SUB: Towns FOR Hart,neutral,0.0,NEUTRAL
4,0:30.3,2849.7,-,SUB: Brunson FOR Robinson,neutral,0.0,NEUTRAL
4,0:24.3,2855.7,-,Castle P.FOUL (P4.T3) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
4,0:13.5,2866.5,-,MISS Brunson 16' Pullup Jump Shot,bad,-15.65,NYK_MISS_FG_CLUTCH_STOP_LEADCHG
4,0:11.8,2868.2,-,Wembanyama REBOUND (Off:3 Def:6),bad,-1.99,SAS_REB_D_CLUTCH
4,0:09.5,2870.5,-,Wembanyama Bad Pass Turnover (P4.T16),good,5.96,SAS_TOV_CLUTCH
4,0:09.5,2870.5,-,Brunson STEAL (5 STL),good,5.96,NYK_STEAL_CLUTCH
4,0:09.5,2870.5,-,Wembanyama P.FOUL (P2.PN) (T.Brothers),neutral,0.0,FOUL_NEUTRAL
4,0:09.5,2870.5,105-104,Brunson Free Throw 1 of 2 (20 PTS),good,13.21,NYK_MADE_FT_CLUTCH_LEADCHG
4,0:09.5,2870.5,-,SUB: Kornet FOR Fox,neutral,0.0,NEUTRAL
4,0:09.5,2870.5,-,SUB: Hart FOR Towns,neutral,0.0,NEUTRAL
4,0:09.5,2870.5,-,SUB: Champagnie FOR Harper,neutral,0.0,NEUTRAL
4,0:09.5,2870.5,-,MISS Brunson Free Throw 2 of 2,bad,-1.91,NYK_MISS_FT_CLUTCH
4,0:07.5,2872.5,-,Kornet REBOUND (Off:0 Def:3),good,1.91,NYK_REB_D_CLUTCH
4,0:07.5,2872.5,-,SPURS Timeout: Regular (Full 7 Short 0),good,1.91,SAS_TIMEOUT_CLUTCH
4,0:07.5,2872.5,-,SUB: Harper FOR Champagnie,neutral,0.0,NEUTRAL
4,0:07.5,2872.5,-,SUB: Robinson FOR Brunson,neutral,0.0,NEUTRAL
4,0:02.0,2878.0,-,MISS Wembanyama 20' Jump Shot,good,15.3,SAS_MISS_FG_CLUTCH_STOP_LEADCHG
4,0:02.0,2878.0,-,SPURS Rebound,bad,-1.92,SAS_REB_TEAM_CLUTCH
4,0:00.0,2880.0,105-104,End of 4th Period (11:27 PM EST),neutral,0.0,NEUTRAL
